,show_id,link_to_id,community
778,68,3058,1
779,68,2422,1
780,68,2138,1
781,68,3082,1
782,69,2597,2
783,69,3265,2
784,70,3570,1
785,71,456,1
786,71,635,1
787,71,3430,1
788,71,3444,1
789,72,1873,2
790,72,2225,2
791,73,386,2
792,73,2631,2
793,73,217,2
794,73,1910,2
795,73,3447,2
796,73,373,2
797,73,1494,2
798,73,2280,2
799,73,3320,2
800,73,1621,2
801,73,1693,2
802,73,749,2
803,73,280,2
804,73,2857,2
805,73,452,2
806,73,1921,2
807,73,2876,2
808,73,2932,2
809,73,12,2
810,73,2879,2
811,73,2985,2
812,73,2383,2
813,73,1660,2
814,73,1689,2
815,73,3109,2
816,73,1030,2
817,73,226,2
818,73,236,2
819,73,106,2
820,73,107,2
821,73,1446,2
822,73,3012,2
823,73,1540,2
824,73,1106,2
825,73,3461,2
826,73,2045,2
827,73,1169,2
828,73,3711,2
829,73,1582,2
830,73,2340,2
831,73,1583,2
832,73,2896,2
833,73,545,2
834,73,185,2
835,73,423,2
836,73,1774,2
837,73,290,2
838,73,603,2
839,73,1486,2
840,73,723,2
841,73,703,2
842,73,1065,2
843,73,1412,2
844,73,3231,2
845,73,260,2
846,73,3373,2
847,73,355,2
848,73,173,2
849,73,3239,2
850,73,2741,2
851,73,2771,2
852,73,2452,2
853,73,2017,2
854,73,734,2
855,73,1969,2
856,73,2560,2
857,73,3443,2
858,73,566,2
859,75,85,2
860,2197,457,2
861,2197,864,2
862,2197,2936,2
863,2197,3205,2
864,2197,3223,2
865,2197,920,2
866,11,3762,1
867,11,2431,1
868,11,2048,1
869,11,308,1
870,11,372,1
871,11,496,1
872,11,360,1
873,11,2164,1
874,11,3688,1
875,11,2409,1
876,11,375,1
877,77,386,2
878,77,2631,2
879,77,575,2
880,77,452,2
881,77,2644,2
882,77,751,2
883,77,3761,2
884,77,734,2
885,77,1747,2
886,77,1689,2
887,77,529,2
888,77,697,2
889,77,1030,2
890,77,355,2
891,77,3415,2
892,77,3461,2
893,77,1582,2
894,77,1169,2
895,77,2246,2
896,77,545,2
897,77,185,2
898,77,93,2
899,77,603,2
900,77,2092,2
901,77,1065,2
902,77,1660,2
903,77,3109,2
904,77,2017,2
905,77,1967,2
906,77,2389,2
907,77,566,2
908,78,3054,1
909,78,1859,1
910,78,2338,1
911,78,1914,1
912,78,1200,1
913,78,3251,1
914,78,238,1
915,78,3768,1
916,78,310,1
917,78,1511,1
918,78,3326,1
919,78,60,1
920,78,2783,1
921,78,1111,1
922,78,3537,1
923,78,2179,1
924,78,2733,1
925,78,1596,1
926,78,316,1
927,78,3671,1
928,78,2564,1
929,78,1453,1
930,78,3038,1
931,79,3573,2
932,79,3684,2
933,79,286,2
934,79,2282,2
935,79,2520,2
936,79,3364,2
937,79,396,2
938,79,232,2
939,79,3309,2
940,79,3202,2
941,79,135,2
942,79,1872,2
943,79,66,2
944,79,886,2
945,79,33,2
946,79,2410,2
947,79,3423,2
948,79,421,2
949,79,364,2
950,79,2909,2
951,79,2561,2
952,79,1535,2
953,79,3312,2
954,79,3046,2
955,80,20,1
956,80,2172,1
957,80,355,1
958,80,1329,1
959,80,3159,1
960,80,1192,1
961,81,276,1
962,81,2811,1
963,81,3655,1
964,81,1380,1
965,81,399,1
966,81,1441,1
967,81,26,1
968,81,3678,1
969,81,2945,1
970,81,3689,1
971,81,415,1
972,81,3352,1
973,81,2430,1
974,81,2666,1
975,81,662,1
976,81,3611,1
977,81,1778,1
978,81,356,1
979,81,1185,1
980,81,557,1
981,81,3735,1
982,81,2448,1
983,81,3171,1
984,81,3020,1
985,81,2321,1
986,81,138,1
987,81,906,1
988,3337,1292,1
989,3337,795,1
990,82,3164,2
991,82,1443,2
992,82,294,2
993,82,3090,2
994,82,1948,2
995,82,19,2
996,82,297,2
997,82,2271,2
998,82,2408,2
999,83,850,1
1000,83,1031,1
1001,83,3227,1
1002,83,2763,1
1003,83,323,1
1004,83,2224,1
1005,83,1156,1
1006,83,3597,1
1007,83,3021,1
1008,83,1167,1
1009,83,309,1
1010,83,1773,1
1011,83,1646,1
1012,83,2004,1
1013,83,1236,1
1014,83,889,1
1015,83,949,1
1016,83,1124,1
1017,83,1415,1
1018,83,3340,1
1019,83,2266,1
1020,83,224,1
1021,83,1189,1
1022,83,882,1
1023,83,2182,1
1024,83,334,1
1025,84,3242,1
1026,84,3039,1
1027,84,876,1
1028,84,3504,1
1029,84,2451,1
1030,84,3512,1
1031,84,2497,1
1032,85,3502,2
1033,86,2764,1
1034,86,3449,1
1035,87,941,1
1036,87,3473,1
1037,87,2993,1
1038,87,3623,1
1039,87,2255,1
1040,88,3059,2
1041,90,1862,1
1042,91,2815,2
1043,91,1645,2
1044,91,1947,2
1045,91,804,2
1046,91,1107,2
1047,92,2996,2
1048,92,272,2
1049,92,1888,2
1050,92,1986,2
1051,92,3509,2
1052,92,1444,2
1053,92,114,2
1054,92,884,2
1055,92,3111,2
1056,93,386,1
1057,93,2631,1
1058,93,1370,1
1059,93,575,1
1060,93,2996,1
1061,93,751,1
1062,93,3761,1
1063,93,1747,1
1064,93,1689,1
1065,93,529,1
1066,93,697,1
1067,93,355,1
1068,93,3415,1
1069,93,3461,1
1070,93,1582,1
1071,93,1169,1
1072,93,185,1
1073,93,603,1
1074,93,2092,1
1075,93,734,1
1076,93,2017,1
1077,93,2389,1
1078,94,1714,1
1079,94,619,1
1080,95,2677,2
1081,95,2431,2
1082,95,1190,2
1083,97,2784,2
1084,97,706,2
1085,97,3371,2
1086,97,537,2
1087,97,1418,2
1088,97,1220,2
1089,97,1303,2
1090,97,1144,2
1091,97,1671,2
1092,97,3225,2
1093,97,1952,2
1094,97,1820,2
1095,98,1548,2
1096,98,378,2
1097,98,1508,2
1098,98,1534,2
1099,98,159,2
1100,98,1662,2
1101,98,2574,2
1102,98,2478,2
1103,98,2176,2
1104,98,2368,2
1105,98,188,2
1106,98,3434,2
1107,98,156,2
1108,98,1027,2
1109,98,1337,2
1110,98,2950,2
1111,99,1632,1
1112,99,2720,1
1113,99,218,1
1114,100,2781,1
1115,100,597,1
1116,100,2279,1
1117,100,255,1
1118,100,406,1
1119,100,3492,1
1120,100,1769,1
1121,100,2115,1
1122,100,2225,1
1123,100,3429,1
1124,101,1362,2
1125,102,1523,2
1126,102,2951,2
1127,102,529,2
1128,102,3488,2
1129,102,3780,2
1130,102,1772,2
1131,102,973,2
1132,102,904,2
1133,103,1078,2
1134,103,185,2
1135,103,2017,2
1136,104,2467,1
1137,104,930,1
1138,104,655,1
1139,104,1651,1
1140,104,817,1
1141,105,2631,1
1142,105,1660,1
1143,105,1065,1
1144,105,346,1
1145,105,1689,1
1146,105,529,1
1147,105,138,1
1148,105,1582,1
1149,105,2769,1
1150,105,1169,1
1151,105,3216,1
1152,105,185,1
1153,105,3109,1
1154,105,2996,1
1155,105,566,1
1156,105,1967,1
1157,105,2150,1
1158,105,184,1
1159,105,3761,1
1160,105,3461,1
1161,3160,796,2
1162,3160,1430,2
1163,3160,3794,2
1164,3160,2503,2
1165,3160,800,2
1166,3160,964,2
1167,3160,681,2
1168,3160,165,2
1169,3160,1205,2
1170,3160,3266,2
1171,3160,402,2
1172,3160,1150,2
1173,3160,987,2
1174,3160,2097,2
1175,3160,2098,2
1176,3160,1045,2
1177,3160,817,2
1178,3160,163,2
1179,3160,2720,2
1180,3160,1049,2
1181,3160,2722,2
1182,3160,1714,2
1183,3160,189,2
1184,3160,203,2
1185,3160,2847,2
1186,3160,3091,2
1187,3160,425,2
1188,3160,1778,2
1189,3160,3546,2
1190,3160,2678,2
1191,3160,17,2
1192,3160,737,2
1193,3160,2187,2
1194,3160,74,2
1195,3160,3603,2
1196,3160,3105,2
1197,3160,3236,2
1198,3160,2447,2
1199,3160,3550,2
1200,3160,2016,2
1201,3160,2019,2
1202,3160,92,2
1203,3160,1970,2
1204,3160,619,2
1205,3160,2136,2
1206,107,1808,2
1207,107,3448,2
1208,107,2478,2
1209,107,1109,2
1210,107,797,2
1211,107,1043,2
1212,107,716,2
1213,107,1729,2
1214,107,2581,2
1215,108,207,1
1216,108,3683,1
1217,108,1706,1
1218,109,1939,1
1219,109,891,1
1220,109,1602,1
1221,109,1272,1
1222,109,35,1
1223,109,1047,1
1224,109,2455,1
1225,109,3356,1
1226,109,2462,1
1227,109,2836,1
1228,110,1292,1
1229,110,795,1
1230,110,2601,1
1231,110,193,1
1232,110,2521,1
1233,111,2961,1
1234,111,2913,1
1235,111,2229,1
1236,111,416,1
1237,112,626,1
1238,112,516,1
1239,112,2646,1
1240,112,287,1
1241,112,752,1
1242,112,2411,1
1243,112,188,1
1244,112,2768,1
1245,112,2096,1
1246,112,2890,1
1247,112,204,1
1248,112,2846,1
1249,112,827,1
1250,112,265,1
1251,112,1059,1
1252,112,3033,1
1253,112,158,1
1254,112,1410,1
1255,112,1353,1
1256,112,434,1
1257,112,2195,1
1258,112,2982,1
1259,3479,3214,1
1260,3479,235,1
1261,3479,3348,1
1262,3162,232,1
1263,3162,981,1
1264,3162,2970,1
1265,3162,2561,1
1266,3162,1535,1
1267,3162,1081,1
1268,3162,380,1
1269,3162,359,1
1270,3162,2247,1
1271,3162,1338,1
1272,3162,364,1
1273,3162,817,1
1274,3162,3055,1
1275,3162,3031,1
1276,3162,3010,1
1277,3162,886,1
1278,3162,551,1
1279,3162,2705,1
1280,3162,1179,1
1281,3162,2864,1
1282,115,2329,1
1283,115,2683,1
1284,116,1827,1
1285,116,2025,1
1286,117,1524,1
1287,117,2952,1
1288,118,170,2
1289,118,2431,2
1290,118,247,2
1291,118,3635,2
1292,118,517,2
1293,118,3351,2
1294,118,1216,2
1295,118,3688,2
1296,118,936,2
1297,118,2965,2
1298,118,1780,2
1299,118,3462,2
1300,119,2037,1
1301,120,461,1
1302,121,3532,1
1303,121,2946,1
1304,121,812,1
1305,121,3465,1
1306,121,441,1
1307,122,3578,2
1308,122,2200,2
1309,123,2640,2
1310,123,2704,2
1311,123,1584,2
1312,124,3023,1
1313,124,695,1
1314,124,1000,1
1315,124,1606,1
1316,124,840,1
1317,124,1248,1
1318,124,2941,1
1319,124,2799,1
1320,124,3112,1
1321,124,53,1
1322,124,2254,1
1323,124,298,1
1324,124,368,1
1325,125,3295,1
1326,125,3609,1
1327,125,1055,1
1328,125,394,1
1329,126,339,1
1330,126,1247,1
1331,126,1220,1
1332,126,1144,1
1333,126,830,1
1334,126,3225,1
1335,126,1952,1
1336,126,1862,1
1337,126,3770,1
1338,127,1176,2
1339,127,2633,2
1340,127,1196,2
1341,127,1945,2
1342,127,3203,2
1343,127,1159,2
1344,127,939,2
1345,127,3185,2
1346,127,2342,2
1347,127,2738,2
1348,127,1683,2
1349,127,343,2
1350,127,2184,2
1351,127,3455,2
1352,127,2543,2
1353,127,2089,2
1354,127,2219,2
1355,127,2350,2
1356,127,3338,2
1357,127,2694,2
1358,127,47,2
1359,127,3588,2
1360,127,1390,2
1361,127,196,2
1362,127,3075,2
1363,127,2944,2
1364,127,2006,2
1365,127,230,2
1366,127,1991,2
1367,127,1051,2
1368,127,1761,2
1369,127,2787,2
1370,127,2766,2
1371,127,1114,2
1372,127,2957,2
1373,127,212,2
1374,127,2370,2
1375,127,1631,2
1376,127,2440,2
1377,127,265,2
1378,127,363,2
1379,127,2425,2
1380,127,3193,2
1381,127,672,2
1382,127,3116,2
1383,127,1067,2
1384,127,3487,2
1385,127,1960,2
1386,127,2740,2
1387,127,2659,2
1388,127,3717,2
1389,127,326,2
1390,127,199,2
1391,127,2450,2
1392,127,3379,2
1393,127,1485,2
1394,127,2454,2
1395,127,1544,2
1396,127,959,2
1397,128,1628,2
1398,128,3435,2
1399,128,1946,2
1400,128,1025,2
1401,128,2594,2
1402,128,3432,2
1403,130,947,1
1404,130,2141,1
1405,130,1565,1
1406,130,3062,1
1407,130,1433,1
1408,130,2423,1
1409,130,1046,1
1410,130,2167,1
1411,131,455,2
1412,131,2556,2
1413,131,120,2
1414,131,3264,2
1415,131,246,2
1416,131,2036,2
1417,131,3472,2
1418,131,1604,2
1419,131,2400,2
1420,131,3088,2
1421,131,393,2
1422,131,93,2
1423,131,1665,2
1424,131,2106,2
1425,131,3336,2
1426,131,3051,2
1427,131,16,2
1428,131,2812,2
1429,131,444,2
1430,132,1834,1
1431,132,1837,1
1432,132,2094,1
1433,132,760,1
1434,132,2911,1
1435,132,2641,1
1436,132,1178,1
1437,133,867,1
1438,133,17,1
1439,133,2461,1
1440,133,27,1
1441,134,2651,2
1442,135,1161,2
1443,135,2561,2
1444,135,3309,2
1445,135,1979,2
1446,135,1535,2
1447,135,858,2
1448,135,1569,2
1449,135,525,2
1450,135,1872,2
1451,135,240,2
1452,135,3046,2
1453,135,3663,2
1454,135,286,2
1455,135,3364,2
1456,135,2282,2
1457,135,3361,2
1458,135,551,2
1459,135,398,2
1460,135,364,2
1461,135,2410,2
1462,136,228,1
1463,136,596,1
1464,137,135,1
1465,137,1739,1
1466,137,2394,1
1467,138,2631,1
1468,138,2459,1
1469,138,3119,1
1470,138,2463,1
1471,138,1370,1
1472,138,3610,1
1473,138,575,1
1474,138,2769,1
1475,138,2150,1
1476,138,751,1
1477,138,184,1
1478,138,3761,1
1479,138,346,1
1480,138,1747,1
1481,138,1689,1
1482,138,529,1
1483,138,697,1
1484,138,248,1
1485,138,566,1
1486,138,1275,1
1487,138,3461,1
1488,138,2046,1
1489,138,1582,1
1490,138,1169,1
1491,138,185,1
1492,138,212,1
1493,138,603,1
1494,138,2092,1
1495,138,1065,1
1496,138,3230,1
1497,138,3242,1
1498,138,1660,1
1499,138,3109,1
1500,138,3110,1
1501,138,2017,1
1502,138,1967,1
1503,138,2389,1
1504,138,2068,1
1505,138,24,1
1506,138,3744,1
1507,138,2073,1
1508,139,2640,1
1509,139,1584,1
1510,140,3333,1
1511,140,3229,1
1512,140,3498,1
1513,140,1633,1
1514,140,1505,1
1515,141,2451,2
1516,141,564,2
1517,141,817,2
1518,142,353,2
1519,142,1903,2
1520,142,297,2
1521,142,197,2
1522,143,2556,1
1523,143,1801,1
1524,143,1874,1
1525,143,2423,1
1526,143,3007,1
1527,144,2353,1
1528,144,2816,1
1529,144,2488,1
