,show_id,link_to_id,community
132,8,495,2
133,3140,2089,1
134,3140,193,1
135,3140,1945,1
136,3140,3580,1
137,3140,2158,1
138,3140,3285,1
139,3140,933,1
140,3140,49,1
141,3140,2522,1
142,3140,3075,1
143,3140,2944,1
144,3140,387,1
145,3140,903,1
146,3140,2425,1
147,3140,3096,1
148,3140,959,1
149,3140,230,1
150,3140,1716,1
151,3140,3455,1
152,10,2812,2
153,10,444,2
154,10,2400,2
155,10,93,2
156,10,393,2
157,10,3264,2
158,10,455,2
159,10,14,2
160,10,2701,2
161,10,3472,2
162,10,3336,2
163,10,2106,2
164,10,2036,2
165,10,3088,2
166,10,46,2
167,10,246,2
168,10,2556,2
169,10,120,2
170,10,154,2
171,10,1604,2
172,10,1665,2
173,10,3188,2
174,10,3051,2
175,76,112,2
176,76,2768,2
177,76,188,2
178,76,3341,2
179,76,1259,2
180,76,516,2
181,76,287,2
182,76,1849,2
183,12,386,2
184,12,2631,2
185,12,217,2
186,12,1910,2
187,12,3447,2
188,12,373,2
189,12,1494,2
190,12,2876,2
191,12,2280,2
192,12,3320,2
193,12,1621,2
194,12,1693,2
195,12,749,2
196,12,280,2
197,12,452,2
198,12,1921,2
199,12,2644,2
200,12,2932,2
201,12,12,2
202,12,2879,2
203,12,2985,2
204,12,2383,2
205,12,1660,2
206,12,1540,2
207,12,226,2
208,12,236,2
209,12,106,2
210,12,3590,2
211,12,107,2
212,12,1774,2
213,12,1446,2
214,12,3012,2
215,12,73,2
216,12,1106,2
217,12,3415,2
218,12,77,2
219,12,3461,2
220,12,2045,2
221,12,3711,2
222,12,1582,2
223,12,1169,2
224,12,1583,2
225,12,2896,2
226,12,545,2
227,12,185,2
228,12,423,2
229,12,1969,2
230,12,290,2
231,12,603,2
232,12,1486,2
233,12,703,2
234,12,1065,2
235,12,1412,2
236,12,3231,2
237,12,260,2
238,12,3373,2
239,12,355,2
240,12,173,2
241,12,3239,2
242,12,3109,2
243,12,2771,2
244,12,2452,2
245,12,2017,2
246,12,47,2
247,12,3626,2
248,12,2560,2
249,12,3443,2
250,12,566,2
251,12,2741,2
252,13,3282,2
253,13,27,2
254,1850,1176,1
255,1850,2633,1
256,1850,1945,1
257,1850,2694,1
258,1850,3185,1
259,1850,1683,1
260,1850,343,1
261,1850,265,1
262,1850,127,1
263,1850,3455,1
264,1850,2543,1
265,1850,199,1
266,1850,2219,1
267,1850,2350,1
268,1850,3338,1
269,1850,47,1
270,1850,3588,1
271,1850,1390,1
272,1850,230,1
273,1850,3075,1
274,1850,2006,1
275,1850,1981,1
276,1850,1761,1
277,1850,2787,1
278,1850,2766,1
279,1850,1114,1
280,1850,2957,1
281,1850,3797,1
282,1850,2440,1
283,1850,2184,1
284,1850,363,1
285,1850,3193,1
286,1850,672,1
287,1850,3116,1
288,1850,3487,1
289,1850,1960,1
290,1850,2740,1
291,1850,2659,1
292,1850,326,1
293,1850,3796,1
294,1850,2450,1
295,1850,3379,1
296,1850,1485,1
297,1850,959,1
298,1850,49,1
299,16,2411,2
300,16,188,2
301,16,1849,2
302,16,3408,2
303,16,932,2
304,16,752,2
305,17,964,2
306,17,3235,2
307,17,592,2
308,17,3262,2
309,17,3476,2
310,18,3164,2
311,2892,1672,2
312,19,52,2
313,19,996,2
314,19,2976,2
315,19,2618,2
316,19,2306,2
317,20,376,1
318,20,20,1
319,20,2300,1
320,20,2611,1
321,21,942,2
322,21,657,2
323,21,54,2
324,21,1946,2
325,21,1709,2
326,21,1916,2
327,21,1394,2
328,21,276,2
329,21,693,2
330,21,37,2
331,21,967,2
332,23,1117,1
333,23,2583,1
334,24,276,2
335,24,2811,2
336,24,3655,2
337,24,1380,2
338,24,399,2
339,24,1441,2
340,24,26,2
341,24,3171,2
342,24,2945,2
343,24,3689,2
344,24,3020,2
345,24,3352,2
346,24,9,2
347,24,2430,2
348,24,2666,2
349,24,3611,2
350,24,1778,2
351,24,356,2
352,24,1185,2
353,24,557,2
354,24,3735,2
355,24,2448,2
356,24,3678,2
357,24,415,2
358,24,2321,2
359,24,138,2
360,24,906,2
361,25,2556,1
362,25,3336,1
363,25,393,1
364,25,1165,1
365,25,278,1
366,25,2894,1
367,25,154,1
368,25,2701,1
369,25,1141,1
370,25,3782,1
371,25,3088,1
372,25,874,1
373,25,3193,1
374,25,3051,1
375,25,374,1
376,25,1518,1
377,26,2043,2
378,26,825,2
379,26,147,2
380,26,1795,2
381,26,2974,2
382,26,214,2
383,26,2822,2
384,27,3282,1
385,27,2226,1
386,27,1463,1
387,27,1654,1
388,27,2690,1
389,28,2171,2
390,28,1282,2
391,28,2789,2
392,29,2680,1
393,29,2155,1
394,29,2555,1
395,29,2756,1
396,29,359,1
397,29,3014,1
398,29,232,1
399,30,1896,1
400,30,1471,1
401,30,1313,1
402,30,2323,1
403,30,576,1
404,30,759,1
405,30,83,1
406,30,153,1
407,30,789,1
408,30,1561,1
409,30,79,1
410,31,2988,2
411,31,2089,2
412,31,1761,2
413,31,1945,2
414,31,2158,2
415,31,2665,2
416,31,49,2
417,31,3075,2
418,31,2944,2
419,31,3049,2
420,31,2425,2
421,31,343,2
422,31,959,2
423,31,230,2
424,31,3455,2
425,32,2761,1
426,32,3407,1
427,32,2127,1
428,33,941,2
429,33,2255,2
430,33,87,2
431,33,1038,2
432,34,63,1
433,34,456,1
434,34,3685,1
435,34,8,1
436,34,635,1
437,34,3430,1
438,34,3444,1
439,35,3651,1
440,35,3638,1
441,35,931,1
442,36,2569,2
443,36,1503,2
444,36,2861,2
445,36,2933,2
446,37,1394,1
447,37,2819,1
448,37,1946,1
449,37,657,1
450,3146,3544,2
451,3146,2431,2
452,39,2239,2
453,254,1563,1
454,254,364,1
455,254,2203,1
456,254,1242,1
457,254,2216,1
458,254,3254,1
459,254,370,1
460,254,129,1
461,254,1154,1
462,254,1558,1
463,254,871,1
464,254,1681,1
465,254,492,1
466,254,273,1
467,254,1119,1
468,254,3281,1
469,41,847,1
470,41,1335,1
471,42,3232,1
472,42,3113,1
473,42,2487,1
474,2880,1194,1
475,2880,278,1
476,2880,930,1
477,2880,1245,1
478,2880,842,1
479,2880,2192,1
480,2880,2022,1
481,43,773,2
482,43,2221,2
483,43,1991,2
484,43,1137,2
485,43,3203,2
486,44,625,1
487,44,74,1
488,44,1672,1
489,44,28,1
490,44,2590,1
491,44,945,1
492,44,1288,1
493,44,1128,1
494,44,478,1
495,44,2539,1
496,44,1277,1
497,44,2742,1
498,44,3279,1
499,45,927,1
500,45,2481,1
501,45,616,1
502,45,3637,1
503,46,202,1
504,47,386,1
505,47,2631,1
506,47,217,1
507,47,1910,1
508,47,3447,1
509,47,373,1
510,47,1494,1
511,47,2280,1
512,47,1621,1
513,47,1693,1
514,47,749,1
515,47,280,1
516,47,452,1
517,47,1921,1
518,47,2932,1
519,47,12,1
520,47,2879,1
521,47,2985,1
522,47,2383,1
523,47,1660,1
524,47,2741,1
525,47,226,1
526,47,236,1
527,47,106,1
528,47,107,1
529,47,1446,1
530,47,3012,1
531,47,73,1
532,47,1540,1
533,47,1106,1
534,47,3461,1
535,47,2045,1
536,47,3711,1
537,47,1582,1
538,47,1169,1
539,47,1583,1
540,47,2896,1
541,47,545,1
542,47,185,1
543,47,423,1
544,47,1774,1
545,47,290,1
546,47,603,1
547,47,1486,1
548,47,703,1
549,47,1065,1
550,47,1412,1
551,47,3231,1
552,47,260,1
553,47,3373,1
554,47,355,1
555,47,173,1
556,47,3239,1
557,47,3109,1
558,47,2771,1
559,47,2452,1
560,47,2017,1
561,47,1969,1
562,47,2560,1
563,47,3443,1
564,47,566,1
565,48,2894,2
566,48,2499,2
567,48,259,2
568,48,3696,2
569,48,370,2
570,48,2492,2
571,48,512,2
572,49,1193,1
573,49,1176,1
574,49,2633,1
575,49,1196,1
576,49,1945,1
577,49,1159,1
578,49,939,1
579,49,391,1
580,49,1084,1
581,49,3185,1
582,49,2342,1
583,49,2738,1
584,49,2522,1
585,49,1683,1
586,49,343,1
587,49,2184,1
588,49,127,1
589,49,1981,1
590,49,2543,1
591,49,2089,1
592,49,2219,1
593,49,2350,1
594,49,3338,1
595,49,2694,1
596,49,47,1
597,49,3588,1
598,49,933,1
599,49,1752,1
600,49,196,1
601,49,3075,1
602,49,1960,1
603,49,230,1
604,49,2944,1
605,49,2659,1
606,49,2006,1
607,49,3455,1
608,49,1761,1
609,49,3285,1
610,49,3526,1
611,49,2787,1
612,49,259,1
613,49,2766,1
614,49,3717,1
615,49,3580,1
616,49,2957,1
617,49,3797,1
618,49,2454,1
619,49,199,1
620,49,387,1
621,49,2440,1
622,49,265,1
623,49,3096,1
624,49,1716,1
625,49,3193,1
626,49,363,1
627,49,672,1
628,49,3116,1
629,49,1067,1
630,49,3487,1
631,49,1390,1
632,49,2740,1
633,49,2158,1
634,49,1210,1
635,49,326,1
636,49,3796,1
637,49,2450,1
638,49,3379,1
639,49,903,1
640,49,3453,1
641,49,2425,1
642,49,3049,1
643,49,212,1
644,49,1544,1
645,49,193,1
646,49,959,1
647,49,1485,1
648,50,3788,2
649,50,2882,2
650,50,2638,2
651,50,180,2
652,50,2482,2
653,51,112,2
654,51,310,2
655,51,188,2
656,51,1059,2
657,3294,2451,2
658,3294,564,2
659,52,765,1
660,52,305,1
661,52,2618,1
662,52,2310,1
663,52,3594,1
664,52,3268,1
665,52,2595,1
666,52,2976,1
667,52,1445,1
668,52,2306,1
669,52,996,1
670,52,3591,1
671,52,1818,1
672,52,2110,1
673,52,375,1
674,52,2070,1
675,52,802,1
676,52,3002,1
677,53,2,2
678,53,2325,2
679,54,360,2
680,54,3688,2
681,54,517,2
682,54,3462,2
683,54,2431,2
684,55,3114,1
685,55,3343,1
686,55,1811,1
687,55,1020,1
688,55,1856,1
689,55,2015,1
690,55,679,1
691,55,956,1
692,55,196,1
693,56,1161,1
694,56,3573,1
695,56,2561,1
696,56,33,1
697,56,3121,1
698,56,3425,1
699,56,3439,1
700,56,316,1
701,56,3202,1
702,57,1868,2
703,57,2952,2
704,58,1787,1
705,58,2033,1
706,59,89,2
707,59,1926,2
708,59,1889,2
709,59,1334,2
710,59,449,2
711,60,2390,1
712,60,3507,1
713,61,2942,2
714,61,1334,2
715,61,2697,2
716,2882,3788,2
717,2882,180,2
718,2882,335,2
719,2882,168,2
720,2882,2482,2
721,2882,3386,2
722,62,1513,2
723,62,3144,2
724,62,3227,2
725,63,2935,1
726,63,456,1
727,63,1492,1
728,63,282,1
729,63,2247,1
730,63,3010,1
731,63,8,1
732,63,1789,1
733,63,1966,1
734,63,2970,1
735,63,3760,1
736,64,267,1
737,64,2601,1
738,64,951,1
739,64,67,1
740,64,1125,1
741,64,193,1
742,64,2384,1
743,64,2848,1
744,64,2521,1
745,64,2900,1
746,64,795,1
747,64,1292,1
748,64,3420,1
749,65,2847,1
750,65,1991,1
751,65,3203,1
752,66,1194,2
753,66,2312,2
754,66,278,2
755,66,824,2
756,66,3203,2
757,66,3201,2
758,66,930,2
759,66,2012,2
760,66,561,2
761,66,158,2
762,66,1209,2
763,66,501,2
764,66,2438,2
765,66,3067,2
766,66,2840,2
767,66,2473,2
768,66,1991,2
769,66,2022,2
770,2492,3696,2
771,2492,3203,2
772,2492,1991,2
773,2492,3741,2
774,68,825,1
775,68,55,1
776,68,983,1
777,68,1655,1
778,68,3058,1
779,68,2422,1
780,68,2138,1
781,68,3082,1
782,69,2597,1
783,69,3265,1
784,70,3570,1
785,71,456,1
786,71,635,1
787,71,3430,1
788,71,3444,1
789,72,1873,2
790,72,2225,2
791,73,386,1
792,73,2631,1
793,73,217,1
794,73,1910,1
795,73,3447,1
796,73,373,1
797,73,1494,1
798,73,2280,1
799,73,3320,1
800,73,1621,1
801,73,1693,1
802,73,749,1
803,73,280,1
804,73,2857,1
805,73,452,1
806,73,1921,1
807,73,2876,1
808,73,2932,1
809,73,12,1
810,73,2879,1
811,73,2985,1
812,73,2383,1
813,73,1660,1
814,73,1689,1
815,73,3109,1
816,73,1030,1
817,73,226,1
818,73,236,1
819,73,106,1
820,73,107,1
821,73,1446,1
822,73,3012,1
823,73,1540,1
824,73,1106,1
825,73,3461,1
826,73,2045,1
827,73,1169,1
828,73,3711,1
829,73,1582,1
830,73,2340,1
831,73,1583,1
832,73,2896,1
833,73,545,1
834,73,185,1
835,73,423,1
836,73,1774,1
837,73,290,1
838,73,603,1
839,73,1486,1
840,73,723,1
841,73,703,1
842,73,1065,1
843,73,1412,1
844,73,3231,1
845,73,260,1
846,73,3373,1
847,73,355,1
848,73,173,1
849,73,3239,1
850,73,2741,1
851,73,2771,1
852,73,2452,1
853,73,2017,1
854,73,734,1
855,73,1969,1
856,73,2560,1
857,73,3443,1
858,73,566,1
859,75,85,1
860,2197,457,1
861,2197,864,1
862,2197,2936,1
863,2197,3205,1
864,2197,3223,1
865,2197,920,1
866,11,3762,1
867,11,2431,1
868,11,2048,1
869,11,308,1
870,11,372,1
871,11,496,1
872,11,360,1
873,11,2164,1
874,11,3688,1
875,11,2409,1
876,11,375,1
877,77,386,2
878,77,2631,2
879,77,575,2
880,77,452,2
881,77,2644,2
882,77,751,2
883,77,3761,2
884,77,734,2
885,77,1747,2
886,77,1689,2
887,77,529,2
888,77,697,2
889,77,1030,2
890,77,355,2
891,77,3415,2
892,77,3461,2
893,77,1582,2
894,77,1169,2
895,77,2246,2
896,77,545,2
897,77,185,2
898,77,93,2
899,77,603,2
900,77,2092,2
901,77,1065,2
902,77,1660,2
903,77,3109,2
904,77,2017,2
905,77,1967,2
906,77,2389,2
907,77,566,2
908,78,3054,2
909,78,1859,2
910,78,2338,2
911,78,1914,2
912,78,1200,2
913,78,3251,2
914,78,238,2
915,78,3768,2
916,78,310,2
917,78,1511,2
918,78,3326,2
919,78,60,2
920,78,2783,2
921,78,1111,2
922,78,3537,2
923,78,2179,2
924,78,2733,2
925,78,1596,2
926,78,316,2
927,78,3671,2
928,78,2564,2
929,78,1453,2
930,78,3038,2
931,79,3573,2
932,79,3684,2
933,79,286,2
934,79,2282,2
935,79,2520,2
936,79,3364,2
937,79,396,2
938,79,232,2
939,79,3309,2
940,79,3202,2
941,79,135,2
942,79,1872,2
943,79,66,2
944,79,886,2
945,79,33,2
946,79,2410,2
947,79,3423,2
948,79,421,2
949,79,364,2
950,79,2909,2
951,79,2561,2
952,79,1535,2
953,79,3312,2
954,79,3046,2
955,80,20,2
956,80,2172,2
957,80,355,2
958,80,1329,2
959,80,3159,2
960,80,1192,2
961,81,276,2
962,81,2811,2
963,81,3655,2
964,81,1380,2
965,81,399,2
966,81,1441,2
967,81,26,2
968,81,3678,2
969,81,2945,2
970,81,3689,2
971,81,415,2
972,81,3352,2
973,81,2430,2
974,81,2666,2
975,81,662,2
976,81,3611,2
977,81,1778,2
978,81,356,2
979,81,1185,2
980,81,557,2
981,81,3735,2
982,81,2448,2
983,81,3171,2
984,81,3020,2
985,81,2321,2
986,81,138,2
987,81,906,2
988,3337,1292,2
989,3337,795,2
990,82,3164,1
991,82,1443,1
992,82,294,1
993,82,3090,1
994,82,1948,1
995,82,19,1
996,82,297,1
997,82,2271,1
998,82,2408,1
999,83,850,1
1000,83,1031,1
1001,83,3227,1
1002,83,2763,1
1003,83,323,1
1004,83,2224,1
1005,83,1156,1
1006,83,3597,1
1007,83,3021,1
1008,83,1167,1
1009,83,309,1
1010,83,1773,1
1011,83,1646,1
1012,83,2004,1
1013,83,1236,1
1014,83,889,1
1015,83,949,1
1016,83,1124,1
1017,83,1415,1
1018,83,3340,1
1019,83,2266,1
1020,83,224,1
1021,83,1189,1
1022,83,882,1
1023,83,2182,1
1024,83,334,1
1025,84,3242,2
1026,84,3039,2
1027,84,876,2
1028,84,3504,2
1029,84,2451,2
1030,84,3512,2
1031,84,2497,2
1032,85,3502,1
1033,86,2764,1
1034,86,3449,1
1035,87,941,2
1036,87,3473,2
1037,87,2993,2
1038,87,3623,2
1039,87,2255,2
1040,88,3059,2
1041,90,1862,2
1042,91,2815,1
1043,91,1645,1
1044,91,1947,1
1045,91,804,1
1046,91,1107,1
1047,92,2996,1
1048,92,272,1
1049,92,1888,1
1050,92,1986,1
1051,92,3509,1
1052,92,1444,1
1053,92,114,1
1054,92,884,1
1055,92,3111,1
1056,93,386,1
1057,93,2631,1
1058,93,1370,1
1059,93,575,1
1060,93,2996,1
1061,93,751,1
1062,93,3761,1
1063,93,1747,1
1064,93,1689,1
1065,93,529,1
1066,93,697,1
1067,93,355,1
1068,93,3415,1
1069,93,3461,1
1070,93,1582,1
1071,93,1169,1
1072,93,185,1
1073,93,603,1
1074,93,2092,1
1075,93,734,1
1076,93,2017,1
1077,93,2389,1
1078,94,1714,1
1079,94,619,1
1080,95,2677,2
1081,95,2431,2
1082,95,1190,2
1083,97,2784,1
1084,97,706,1
1085,97,3371,1
1086,97,537,1
1087,97,1418,1
1088,97,1220,1
1089,97,1303,1
1090,97,1144,1
1091,97,1671,1
1092,97,3225,1
1093,97,1952,1
1094,97,1820,1
1095,98,1548,1
1096,98,378,1
1097,98,1508,1
1098,98,1534,1
1099,98,159,1
1100,98,1662,1
1101,98,2574,1
1102,98,2478,1
1103,98,2176,1
1104,98,2368,1
1105,98,188,1
1106,98,3434,1
1107,98,156,1
1108,98,1027,1
1109,98,1337,1
1110,98,2950,1
1111,99,1632,1
1112,99,2720,1
1113,99,218,1
1114,100,2781,1
1115,100,597,1
1116,100,2279,1
1117,100,255,1
1118,100,406,1
1119,100,3492,1
1120,100,1769,1
1121,100,2115,1
1122,100,2225,1
1123,100,3429,1
1124,101,1362,2
1125,102,1523,1
1126,102,2951,1
1127,102,529,1
1128,102,3488,1
1129,102,3780,1
1130,102,1772,1
1131,102,973,1
1132,102,904,1
1133,103,1078,1
1134,103,185,1
1135,103,2017,1
1136,104,2467,1
1137,104,930,1
1138,104,655,1
1139,104,1651,1
1140,104,817,1
1141,105,2631,2
1142,105,1660,2
1143,105,1065,2
1144,105,346,2
1145,105,1689,2
1146,105,529,2
1147,105,138,2
1148,105,1582,2
1149,105,2769,2
1150,105,1169,2
1151,105,3216,2
1152,105,185,2
1153,105,3109,2
1154,105,2996,2
1155,105,566,2
1156,105,1967,2
1157,105,2150,2
1158,105,184,2
1159,105,3761,2
1160,105,3461,2
1161,3160,796,1
1162,3160,1430,1
1163,3160,3794,1
1164,3160,2503,1
1165,3160,800,1
1166,3160,964,1
1167,3160,681,1
1168,3160,165,1
1169,3160,1205,1
1170,3160,3266,1
1171,3160,402,1
1172,3160,1150,1
1173,3160,987,1
1174,3160,2097,1
1175,3160,2098,1
1176,3160,1045,1
1177,3160,817,1
1178,3160,163,1
1179,3160,2720,1
1180,3160,1049,1
1181,3160,2722,1
1182,3160,1714,1
1183,3160,189,1
1184,3160,203,1
1185,3160,2847,1
1186,3160,3091,1
1187,3160,425,1
1188,3160,1778,1
1189,3160,3546,1
1190,3160,2678,1
1191,3160,17,1
1192,3160,737,1
1193,3160,2187,1
1194,3160,74,1
1195,3160,3603,1
1196,3160,3105,1
1197,3160,3236,1
1198,3160,2447,1
1199,3160,3550,1
1200,3160,2016,1
1201,3160,2019,1
1202,3160,92,1
1203,3160,1970,1
1204,3160,619,1
1205,3160,2136,1
1206,107,1808,1
1207,107,3448,1
1208,107,2478,1
1209,107,1109,1
1210,107,797,1
1211,107,1043,1
1212,107,716,1
1213,107,1729,1
1214,107,2581,1
1215,108,207,2
1216,108,3683,2
1217,108,1706,2
1218,109,1939,2
1219,109,891,2
1220,109,1602,2
1221,109,1272,2
1222,109,35,2
1223,109,1047,2
1224,109,2455,2
1225,109,3356,2
1226,109,2462,2
1227,109,2836,2
1228,110,1292,2
1229,110,795,2
1230,110,2601,2
1231,110,193,2
1232,110,2521,2
1233,111,2961,2
1234,111,2913,2
1235,111,2229,2
1236,111,416,2
1237,112,626,2
1238,112,516,2
1239,112,2646,2
1240,112,287,2
1241,112,752,2
1242,112,2411,2
1243,112,188,2
1244,112,2768,2
1245,112,2096,2
1246,112,2890,2
1247,112,204,2
1248,112,2846,2
1249,112,827,2
1250,112,265,2
1251,112,1059,2
1252,112,3033,2
1253,112,158,2
1254,112,1410,2
1255,112,1353,2
1256,112,434,2
1257,112,2195,2
1258,112,2982,2
1259,3479,3214,2
1260,3479,235,2
1261,3479,3348,2
1262,3162,232,2
1263,3162,981,2
1264,3162,2970,2
1265,3162,2561,2
1266,3162,1535,2
1267,3162,1081,2
1268,3162,380,2
1269,3162,359,2
1270,3162,2247,2
1271,3162,1338,2
1272,3162,364,2
1273,3162,817,2
1274,3162,3055,2
1275,3162,3031,2
1276,3162,3010,2
1277,3162,886,2
1278,3162,551,2
1279,3162,2705,2
1280,3162,1179,2
1281,3162,2864,2
1282,115,2329,2
1283,115,2683,2
1284,116,1827,1
1285,116,2025,1
1286,117,1524,2
1287,117,2952,2
1288,118,170,1
1289,118,2431,1
1290,118,247,1
1291,118,3635,1
1292,118,517,1
1293,118,3351,1
1294,118,1216,1
1295,118,3688,1
1296,118,936,1
1297,118,2965,1
1298,118,1780,1
1299,118,3462,1
1300,119,2037,2
1301,120,461,2
1302,121,3532,1
1303,121,2946,1
1304,121,812,1
1305,121,3465,1
1306,121,441,1
1307,122,3578,2
1308,122,2200,2
1309,123,2640,1
1310,123,2704,1
1311,123,1584,1
1312,124,3023,2
1313,124,695,2
1314,124,1000,2
1315,124,1606,2
1316,124,840,2
1317,124,1248,2
1318,124,2941,2
1319,124,2799,2
1320,124,3112,2
1321,124,53,2
1322,124,2254,2
1323,124,298,2
1324,124,368,2
1325,125,3295,2
1326,125,3609,2
1327,125,1055,2
1328,125,394,2
1329,126,339,2
1330,126,1247,2
1331,126,1220,2
1332,126,1144,2
1333,126,830,2
1334,126,3225,2
1335,126,1952,2
1336,126,1862,2
1337,126,3770,2
1338,127,1176,2
1339,127,2633,2
1340,127,1196,2
1341,127,1945,2
1342,127,3203,2
1343,127,1159,2
1344,127,939,2
1345,127,3185,2
1346,127,2342,2
1347,127,2738,2
1348,127,1683,2
1349,127,343,2
1350,127,2184,2
1351,127,3455,2
1352,127,2543,2
1353,127,2089,2
1354,127,2219,2
1355,127,2350,2
1356,127,3338,2
1357,127,2694,2
1358,127,47,2
1359,127,3588,2
1360,127,1390,2
1361,127,196,2
1362,127,3075,2
1363,127,2944,2
1364,127,2006,2
1365,127,230,2
1366,127,1991,2
1367,127,1051,2
1368,127,1761,2
1369,127,2787,2
1370,127,2766,2
1371,127,1114,2
1372,127,2957,2
1373,127,212,2
1374,127,2370,2
1375,127,1631,2
1376,127,2440,2
1377,127,265,2
1378,127,363,2
1379,127,2425,2
1380,127,3193,2
1381,127,672,2
1382,127,3116,2
1383,127,1067,2
1384,127,3487,2
1385,127,1960,2
1386,127,2740,2
1387,127,2659,2
1388,127,3717,2
1389,127,326,2
1390,127,199,2
1391,127,2450,2
1392,127,3379,2
1393,127,1485,2
1394,127,2454,2
1395,127,1544,2
1396,127,959,2
1397,128,1628,2
1398,128,3435,2
1399,128,1946,2
1400,128,1025,2
1401,128,2594,2
1402,128,3432,2
1403,130,947,1
1404,130,2141,1
1405,130,1565,1
1406,130,3062,1
1407,130,1433,1
1408,130,2423,1
1409,130,1046,1
1410,130,2167,1
1411,131,455,2
1412,131,2556,2
1413,131,120,2
1414,131,3264,2
1415,131,246,2
1416,131,2036,2
1417,131,3472,2
1418,131,1604,2
1419,131,2400,2
1420,131,3088,2
1421,131,393,2
1422,131,93,2
1423,131,1665,2
1424,131,2106,2
1425,131,3336,2
1426,131,3051,2
1427,131,16,2
1428,131,2812,2
1429,131,444,2
1430,132,1834,2
1431,132,1837,2
1432,132,2094,2
1433,132,760,2
1434,132,2911,2
1435,132,2641,2
1436,132,1178,2
1437,133,867,1
1438,133,17,1
1439,133,2461,1
1440,133,27,1
1441,134,2651,1
1442,135,1161,2
1443,135,2561,2
1444,135,3309,2
1445,135,1979,2
1446,135,1535,2
1447,135,858,2
1448,135,1569,2
1449,135,525,2
1450,135,1872,2
1451,135,240,2
1452,135,3046,2
1453,135,3663,2
1454,135,286,2
1455,135,3364,2
1456,135,2282,2
1457,135,3361,2
1458,135,551,2
1459,135,398,2
1460,135,364,2
1461,135,2410,2
1462,136,228,2
1463,136,596,2
1464,137,135,2
1465,137,1739,2
1466,137,2394,2
1467,138,2631,1
1468,138,2459,1
1469,138,3119,1
1470,138,2463,1
1471,138,1370,1
1472,138,3610,1
1473,138,575,1
1474,138,2769,1
1475,138,2150,1
1476,138,751,1
1477,138,184,1
1478,138,3761,1
1479,138,346,1
1480,138,1747,1
1481,138,1689,1
1482,138,529,1
1483,138,697,1
1484,138,248,1
1485,138,566,1
1486,138,1275,1
1487,138,3461,1
1488,138,2046,1
1489,138,1582,1
1490,138,1169,1
1491,138,185,1
1492,138,212,1
1493,138,603,1
1494,138,2092,1
1495,138,1065,1
1496,138,3230,1
1497,138,3242,1
1498,138,1660,1
1499,138,3109,1
1500,138,3110,1
1501,138,2017,1
1502,138,1967,1
1503,138,2389,1
1504,138,2068,1
1505,138,24,1
1506,138,3744,1
1507,138,2073,1
1508,139,2640,1
1509,139,1584,1
1510,140,3333,2
1511,140,3229,2
1512,140,3498,2
1513,140,1633,2
1514,140,1505,2
1515,141,2451,1
1516,141,564,1
1517,141,817,1
1518,142,353,1
1519,142,1903,1
1520,142,297,1
1521,142,197,1
1522,143,2556,1
1523,143,1801,1
1524,143,1874,1
1525,143,2423,1
1526,143,3007,1
1527,144,2353,1
1528,144,2816,1
1529,144,2488,1
